"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that all required icons and links are visible on the main dashboard.","2811","Verify Homepage Icons","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifyHomepage"
"Verify that the search bar is working and the result is loading.","6645","Search dxf in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifydxfleSearch"
"Verify that the search bar is working and the result is loading.","6444","Search docx in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifydocxfileSearch"
"Verify that the search bar is working and the result is loading.","7179","Search xlsx in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifyxlsxfileSearch"
"Verify that the search bar is working and the result is loading.","6594","Search dwg in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifydwgfileSearch"
"Verify that the search bar is working and the result is loading.","7746","Search jpg in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifyjpgfileSearch"
"Verify that the search bar is working and the result is loading.","7086","Search pdf in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifyfileSearch"
"verify company login","1535","CompanyLogin","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","companyLogin"
"Verify that the search bar is working and the result is loading.","6771","Search a3dprt in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifya3dprtfileSearch"
"Verify that the search bar is working and the result is loading.","6327","Search pptx in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifypptxfileSearch"
"verify user login","122","userLogin","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","userLogin"
"Verify that the attribute search is working and the result is loading.","3210","attributesearch","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifyattributesearch"
"Verify that the search bar is working and the result is loading.","6300","Search csv in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifycsvfileSearch"
"Verify that the search bar is working and the result is loading.","8657","Search tiff in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifytiffileSearch"
"Verify that the search bar is working and the result is loading.","7829","Search a3dasm in searchbar","Default Suite","2026-05-06","passed","2026-05-06","testclasses.HomepageTest","TestNGTest-569618ef-8655-42cf-991b-9e710c502974","testclasses.HomepageTest","verifya3dfileSearch"
